OverallQual,GrLivArea,GarageCars,TotalBsmtSF,YearBuilt,YearRemodAdd,FullBath,Neighborhood,LotArea,1stFlrSF,TotRmsAbvGrd,GarageArea,Fireplaces,SalePrice
3,1260.0,2.0,376.0,1967,1978,1.0,Blmngtn,3949.0,593.0,5.0,522.0,0,298746.0
10,2506.0,1.0,799.0,1982,1995,1.0,NWAmes,6016.0,1613.0,6.0,271.0,0,347725.0
5,1514.0,2.0,559.0,1962,1972,1.0,Blmngtn,13449.0,1118.0,6.0,606.0,1,348857.0
4,342.0,2.0,1833.0,1872,1950,2.0,NAmes,4004.0,334.0,5.0,522.0,0,263561.0
5,1703.0,1.0,1441.0,2009,2010,1.0,Blueste,12071.0,824.0,4.0,259.0,1,428489.0
1,2536.0,1.0,92.0,1875,1950,2.0,Edwards,11653.0,1904.0,5.0,226.0,0,252185.0
4,2342.0,1.0,394.0,2010,2010,2.0,StoneBr,24519.0,1379.0,6.0,257.0,1,345177.0
6,2476.0,1.0,999.0,1876,1950,1.0,SWISU,15104.0,1130.0,4.0,327.0,0,244475.0
10,980.0,2.0,850.0,1943,1982,1.0,NoRidge,10743.0,510.0,7.0,567.0,0,298111.0
8,1994.0,2.0,477.0,1886,1950,2.0,Blueste,17669.0,1344.0,8.0,501.0,0,400012.0
8,1136.0,2.0,1909.0,1885,1950,0.0,IDOTRR,11725.0,670.0,8.0,659.0,2,306436.0
6,1633.0,3.0,1194.0,1966,1970,1.0,Edwards,7115.0,1245.0,6.0,770.0,0,355554.0
2,847.0,1.0,1265.0,1973,1994,1.0,NoRidge,5053.0,473.0,4.0,337.0,0,179443.0
4,1177.0,3.0,754.0,1888,1950,2.0,Sawyer,6737.0,939.0,8.0,1008.0,1,274560.0
10,1160.0,1.0,1373.0,2007,2010,1.0,NoRidge,8778.0,672.0,7.0,282.0,0,332908.0
1,1987.0,2.0,890.0,1916,1950,1.0,SawyerW,9774.0,1449.0,7.0,440.0,2,242387.0
9,1935.0,3.0,933.0,1916,1950,2.0,CollgCr,3079.0,1567.0,10.0,1115.0,1,375337.0
7,1660.0,3.0,1325.0,1913,1950,2.0,NoRidge,8024.0,1035.0,5.0,886.0,2,319318.0
3,806.0,1.0,343.0,1936,1973,2.0,OldTown,9084.0,380.0,2.0,267.0,0,227392.0
8,1351.0,2.0,1756.0,1896,1950,1.0,NWAmes,11775.0,933.0,5.0,636.0,0,273905.0
9,1123.0,2.0,1137.0,1931,1950,1.0,NoRidge,20199.0,1008.0,7.0,616.0,3,320913.0
1,1972.0,1.0,1618.0,1901,1950,2.0,NPkVill,9826.0,1747.0,7.0,332.0,1,323354.0
2,2134.0,2.0,586.0,1879,1950,1.0,Sawyer,5683.0,1173.0,5.0,507.0,0,234309.0
7,2070.0,3.0,653.0,1923,1950,2.0,Sawyer,3608.0,1635.0,4.0,878.0,1,390940.0
10,1119.0,2.0,548.0,1965,1998,2.0,Sawyer,12626.0,677.0,6.0,465.0,1,336208.0
1,334.0,2.0,1167.0,1978,1986,1.0,Timber,5799.0,334.0,5.0,613.0,0,165939.0
7,587.0,2.0,1086.0,1921,1950,3.0,Somerst,13814.0,440.0,7.0,558.0,0,235776.0
2,2261.0,1.0,854.0,1917,1954,1.0,IDOTRR,18010.0,1527.0,6.0,291.0,0,326818.0
7,1304.0,2.0,613.0,1981,1998,2.0,BrDale,4138.0,903.0,5.0,548.0,1,368982.0
7,1121.0,1.0,502.0,1966,1975,1.0,OldTown,11813.0,922.0,5.0,270.0,0,359522.0
1,2377.0,1.0,1036.0,1987,2010,2.0,Blueste,17091.0,1430.0,7.0,245.0,0,269964.0
7,2179.0,3.0,853.0,1997,2010,2.0,IDOTRR,14906.0,1635.0,7.0,935.0,2,453271.0
9,1528.0,2.0,757.0,1986,2010,1.0,NoRidge,3139.0,939.0,7.0,679.0,0,263372.0
9,1361.0,1.0,1735.0,2002,2010,2.0,NoRidge,5844.0,639.0,7.0,258.0,1,305374.0
1,1446.0,3.0,1021.0,1929,1965,1.0,Blmngtn,4722.0,897.0,6.0,906.0,0,304103.0
3,1634.0,1.0,1613.0,1926,1950,1.0,StoneBr,11635.0,1434.0,5.0,297.0,0,292258.0
3,2355.0,1.0,823.0,1916,1950,2.0,NPkVill,11011.0,1572.0,5.0,280.0,2,381414.0
5,1737.0,3.0,1164.0,1904,1950,1.0,Sawyer,2324.0,866.0,6.0,657.0,0,335429.0
2,1896.0,2.0,1033.0,1976,1986,0.0,Gilbert,7705.0,1440.0,10.0,456.0,0,304706.0
9,2129.0,1.0,313.0,1971,1972,3.0,StoneBr,13365.0,1881.0,4.0,249.0,0,394488.0
8,901.0,2.0,1683.0,1983,1995,1.0,Edwards,9643.0,774.0,6.0,389.0,0,395894.0
9,1911.0,1.0,998.0,1895,1950,1.0,OldTown,9635.0,1352.0,7.0,336.0,0,436424.0
2,1360.0,3.0,1384.0,1940,1961,2.0,Gilbert,7461.0,842.0,6.0,884.0,0,268394.0
1,334.0,1.0,728.0,1902,1950,1.0,NridgHt,5274.0,334.0,8.0,279.0,0,149990.0
10,398.0,3.0,985.0,1996,2010,1.0,OldTown,8879.0,334.0,6.0,577.0,0,322167.0
3,980.0,3.0,677.0,1909,1950,1.0,ClearCr,9192.0,821.0,6.0,621.0,0,274188.0
7,1794.0,1.0,1598.0,1892,1950,1.0,Timber,12181.0,1468.0,8.0,280.0,1,304469.0
10,1575.0,2.0,1193.0,1951,1974,1.0,Gilbert,12686.0,1032.0,9.0,718.0,3,438252.0
1,1612.0,2.0,1218.0,1994,2010,2.0,Sawyer,9348.0,812.0,9.0,504.0,0,309486.0
1,2539.0,1.0,1652.0,1999,2010,2.0,Blmngtn,15482.0,1793.0,6.0,315.0,1,385491.0
1,849.0,2.0,1563.0,1885,1950,1.0,NPkVill,7424.0,442.0,6.0,522.0,0,228803.0
2,1501.0,2.0,1392.0,1917,1950,2.0,Edwards,4350.0,717.0,7.0,564.0,0,319106.0
1,1675.0,2.0,434.0,1893,1950,1.0,NoRidge,11368.0,1130.0,7.0,657.0,1,187578.0
9,1128.0,2.0,752.0,1914,1950,2.0,NWAmes,9539.0,840.0,5.0,532.0,0,242102.0
7,1530.0,2.0,617.0,1946,1959,2.0,NWAmes,11481.0,1277.0,8.0,505.0,2,276182.0
10,675.0,2.0,1376.0,1910,1950,3.0,Timber,4759.0,542.0,7.0,673.0,0,317264.0
9,2255.0,1.0,1132.0,1881,1950,2.0,Blueste,21925.0,1885.0,6.0,282.0,0,487722.0
10,1157.0,1.0,448.0,1942,1963,1.0,Timber,12775.0,916.0,4.0,324.0,2,324691.0
3,2581.0,2.0,974.0,1879,1950,2.0,Blmngtn,7754.0,1978.0,7.0,505.0,1,386411.0
3,1498.0,2.0,403.0,1903,1950,1.0,BrDale,5610.0,681.0,3.0,673.0,3,223453.0
9,2055.0,1.0,1034.0,1872,1950,2.0,MeadowV,15345.0,1504.0,6.0,291.0,0,390288.0
3,1487.0,2.0,332.0,1884,1950,2.0,MeadowV,5162.0,750.0,6.0,595.0,0,237591.0
1,1499.0,0.0,1289.0,1932,1966,1.0,MeadowV,27741.0,714.0,7.0,0.0,0,195766.0
7,1208.0,1.0,1223.0,1990,2010,1.0,NridgHt,6591.0,629.0,10.0,260.0,1,351356.0
9,1578.0,2.0,1893.0,1979,1996,2.0,Blueste,21168.0,1295.0,7.0,560.0,1,475079.0
10,1682.0,1.0,1428.0,1885,1950,2.0,NPkVill,8166.0,1320.0,9.0,262.0,0,471419.0
10,1103.0,3.0,872.0,1876,1950,2.0,NoRidge,19739.0,967.0,8.0,955.0,0,261100.0
2,1449.0,2.0,1415.0,1918,1950,2.0,SWISU,6202.0,1290.0,8.0,544.0,2,190135.0
8,1195.0,2.0,445.0,1962,1992,2.0,NPkVill,9040.0,1018.0,9.0,440.0,1,389806.0
9,2722.0,1.0,635.0,1975,2010,2.0,Edwards,13391.0,1388.0,5.0,213.0,0,455972.0
7,1468.0,2.0,1203.0,1986,2008,1.0,CollgCr,12469.0,1241.0,5.0,422.0,0,320644.0
9,2326.0,1.0,112.0,1919,1950,2.0,Blueste,15528.0,1925.0,8.0,305.0,0,413041.0
9,1412.0,2.0,1041.0,1895,1950,2.0,IDOTRR,7018.0,1189.0,6.0,468.0,0,385171.0
5,1651.0,1.0,610.0,1875,1950,2.0,ClearCr,9343.0,856.0,7.0,292.0,1,314398.0
1,821.0,2.0,1101.0,1892,1950,2.0,Crawfor,16717.0,413.0,6.0,571.0,1,210156.0
5,1280.0,0.0,585.0,1881,1950,1.0,Crawfor,6294.0,1108.0,6.0,0.0,0,251212.0
3,1626.0,1.0,1243.0,1991,1998,1.0,NAmes,11924.0,859.0,9.0,298.0,1,350255.0
2,2348.0,3.0,1065.0,1909,1950,2.0,Sawyer,8026.0,1446.0,5.0,859.0,1,369188.0
2,1632.0,2.0,1670.0,1986,2010,2.0,OldTown,9926.0,1069.0,8.0,343.0,1,378590.0
7,2241.0,3.0,1060.0,1948,1983,2.0,Mitchel,9342.0,1134.0,7.0,801.0,0,391972.0
6,1851.0,3.0,720.0,1946,1957,0.0,NAmes,6038.0,850.0,4.0,891.0,0,402065.0
6,2369.0,2.0,949.0,1935,1962,2.0,BrDale,7861.0,2126.0,5.0,691.0,1,363873.0
8,1484.0,1.0,468.0,1985,1987,2.0,Sawyer,9628.0,1253.0,5.0,347.0,1,400122.0
6,2770.0,1.0,1235.0,1878,1950,1.0,ClearCr,8507.0,2384.0,7.0,225.0,1,470030.0
7,1260.0,3.0,1315.0,1884,1950,2.0,CollgCr,19661.0,728.0,6.0,798.0,0,341765.0
1,1113.0,2.0,2139.0,1930,1966,1.0,NAmes,14838.0,611.0,6.0,435.0,0,233113.0
9,880.0,4.0,785.0,1926,1950,1.0,Mitchel,10353.0,565.0,4.0,1363.0,0,317224.0
5,2739.0,1.0,940.0,1947,1979,3.0,MeadowV,6115.0,1791.0,10.0,321.0,1,392807.0
2,1945.0,3.0,805.0,1974,1974,2.0,BrDale,5931.0,880.0,7.0,882.0,0,364228.0
9,1340.0,2.0,1150.0,1953,1953,2.0,IDOTRR,24026.0,1073.0,7.0,573.0,2,373996.0
8,2171.0,3.0,1224.0,1907,1950,2.0,NoRidge,5405.0,1951.0,6.0,1006.0,1,310410.0
1,1876.0,3.0,1034.0,1917,1950,1.0,SWISU,9480.0,1291.0,5.0,985.0,1,156687.0
2,2547.0,1.0,1533.0,1976,1982,3.0,StoneBr,10727.0,1591.0,10.0,326.0,0,335504.0
1,702.0,1.0,787.0,1900,1950,2.0,ClearCr,7664.0,440.0,3.0,298.0,1,211924.0
3,1376.0,1.0,1489.0,1942,1966,1.0,NAmes,5426.0,679.0,7.0,266.0,1,280527.0
1,1272.0,1.0,1293.0,1946,1955,1.0,Mitchel,6048.0,725.0,5.0,311.0,0,184765.0
8,479.0,2.0,1052.0,1976,1993,2.0,BrDale,6814.0,334.0,6.0,625.0,1,350616.0
6,2072.0,2.0,919.0,1971,1997,2.0,Mitchel,6281.0,1335.0,5.0,545.0,2,317618.0
10,1373.0,2.0,2120.0,1936,1953,1.0,Edwards,17394.0,955.0,5.0,532.0,0,436293.0
8,1903.0,2.0,699.0,1914,1950,2.0,StoneBr,8915.0,1583.0,7.0,651.0,0,375683.0
7,2754.0,0.0,1187.0,1923,1950,1.0,Sawyer,6892.0,1518.0,2.0,0.0,0,374394.0
6,1330.0,3.0,728.0,1929,1950,2.0,Crawfor,9447.0,615.0,6.0,750.0,0,314550.0
1,1294.0,2.0,1839.0,1902,1950,2.0,Crawfor,12506.0,605.0,6.0,539.0,0,253049.0
1,1577.0,2.0,1445.0,1958,1983,1.0,SWISU,7538.0,805.0,4.0,588.0,1,191523.0
7,2033.0,2.0,760.0,1900,1950,2.0,Blmngtn,14059.0,1437.0,9.0,599.0,1,470421.0
1,1217.0,3.0,1282.0,1962,1967,1.0,SWISU,4743.0,990.0,6.0,777.0,0,175717.0
1,1184.0,2.0,1170.0,1976,1976,1.0,Blueste,16085.0,1005.0,6.0,711.0,0,253107.0
3,2070.0,0.0,831.0,2005,2010,1.0,NAmes,8915.0,1523.0,6.0,0.0,0,332173.0
9,1714.0,2.0,1389.0,1888,1950,2.0,MeadowV,8743.0,1082.0,6.0,603.0,1,371224.0
5,442.0,2.0,1228.0,1977,2000,1.0,Mitchel,6333.0,334.0,9.0,701.0,2,219227.0
8,872.0,1.0,1151.0,1883,1950,2.0,ClearCr,4847.0,550.0,10.0,262.0,2,345773.0
5,2303.0,2.0,1039.0,1918,1950,3.0,OldTown,3892.0,1381.0,8.0,553.0,1,358882.0
2,1726.0,1.0,1246.0,1896,1950,1.0,IDOTRR,6116.0,1452.0,8.0,230.0,1,291971.0
4,1115.0,1.0,1157.0,1894,1950,0.0,NAmes,12014.0,746.0,9.0,273.0,3,298012.0
1,1426.0,2.0,1083.0,1896,1950,2.0,StoneBr,5538.0,787.0,7.0,441.0,1,205583.0
8,1522.0,1.0,776.0,1878,1950,1.0,Gilbert,4129.0,883.0,9.0,310.0,0,400115.0
2,1901.0,1.0,1799.0,1986,1994,1.0,Edwards,5684.0,972.0,8.0,297.0,0,285565.0
4,802.0,1.0,597.0,1880,1950,1.0,CollgCr,7388.0,692.0,7.0,269.0,2,178635.0
10,1074.0,3.0,1244.0,1927,1953,1.0,NridgHt,7535.0,508.0,7.0,828.0,2,486850.0
6,1658.0,2.0,917.0,1969,1974,2.0,Blmngtn,8396.0,756.0,4.0,621.0,0,341614.0
5,1463.0,2.0,1828.0,2009,2010,2.0,Blueste,15007.0,779.0,7.0,469.0,1,331229.0
6,1815.0,1.0,661.0,1990,1997,2.0,OldTown,16724.0,1479.0,4.0,288.0,0,382004.0
8,870.0,2.0,735.0,1891,1950,2.0,Blueste,24410.0,596.0,4.0,616.0,0,333527.0
3,1702.0,3.0,632.0,2009,2010,1.0,Timber,3974.0,1245.0,7.0,626.0,0,286707.0
7,2088.0,2.0,1199.0,1962,2000,1.0,NWAmes,5838.0,1276.0,5.0,615.0,0,333427.0
9,1771.0,2.0,456.0,1896,1950,2.0,Blmngtn,12699.0,852.0,6.0,426.0,0,387628.0
6,1588.0,2.0,847.0,1934,1953,2.0,NridgHt,7137.0,1326.0,7.0,551.0,0,334045.0
5,1465.0,1.0,114.0,1999,2010,2.0,Somerst,13772.0,786.0,7.0,233.0,0,241649.0
2,1077.0,1.0,1162.0,1926,1950,1.0,Gilbert,9932.0,501.0,5.0,337.0,1,269696.0
3,1477.0,2.0,838.0,1897,1950,2.0,Edwards,19724.0,1045.0,8.0,467.0,0,293021.0
10,2176.0,1.0,405.0,1993,2010,2.0,Crawfor,15084.0,1061.0,6.0,214.0,0,400866.0
6,1453.0,1.0,1532.0,2004,2010,1.0,Edwards,15222.0,716.0,7.0,285.0,1,384948.0
4,1048.0,0.0,484.0,2007,2010,1.0,Gilbert,7289.0,849.0,5.0,0.0,0,297364.0
5,1257.0,1.0,1406.0,2004,2010,1.0,SawyerW,8529.0,844.0,6.0,220.0,0,278850.0
6,1620.0,2.0,750.0,1993,2001,1.0,StoneBr,7688.0,905.0,8.0,602.0,1,308803.0
6,1319.0,2.0,1758.0,1935,1964,2.0,Veenker,4218.0,800.0,8.0,401.0,0,292104.0
7,1770.0,1.0,1385.0,1898,1950,2.0,CollgCr,18693.0,1377.0,5.0,239.0,2,370099.0
3,1789.0,2.0,615.0,1957,1961,1.0,NoRidge,13000.0,858.0,6.0,514.0,0,197899.0
7,1982.0,1.0,655.0,1902,1950,1.0,OldTown,7536.0,996.0,5.0,312.0,3,352484.0
5,2262.0,3.0,1322.0,1937,1956,1.0,Blueste,17194.0,1645.0,5.0,995.0,2,377471.0
10,2038.0,2.0,942.0,1963,1991,2.0,NridgHt,6534.0,1474.0,4.0,648.0,2,446851.0
2,1025.0,2.0,983.0,2003,2010,1.0,Veenker,3572.0,910.0,6.0,548.0,0,202612.0
2,1041.0,2.0,1614.0,1912,1950,1.0,MeadowV,14819.0,644.0,8.0,366.0,0,255701.0
5,1475.0,1.0,729.0,1907,1950,1.0,NWAmes,4725.0,707.0,5.0,296.0,1,211389.0
6,1278.0,2.0,1097.0,1974,1991,2.0,NWAmes,8120.0,884.0,6.0,678.0,0,243673.0
7,917.0,1.0,1475.0,1872,1950,1.0,Sawyer,9927.0,676.0,6.0,329.0,1,321567.0
5,1283.0,2.0,1411.0,1950,1975,1.0,BrkSide,10859.0,658.0,8.0,597.0,0,369182.0
10,1266.0,1.0,987.0,1975,1984,1.0,BrkSide,13687.0,885.0,6.0,232.0,1,367923.0
5,1162.0,2.0,930.0,1948,1972,2.0,StoneBr,11973.0,626.0,6.0,518.0,0,303472.0
2,1349.0,1.0,295.0,1925,1950,1.0,BrkSide,11789.0,1120.0,5.0,357.0,0,220549.0
2,2134.0,2.0,594.0,1987,2010,1.0,MeadowV,6031.0,1762.0,5.0,447.0,0,276053.0
10,1620.0,2.0,1196.0,1923,1950,2.0,BrkSide,10375.0,1042.0,7.0,468.0,2,490074.0
2,2813.0,2.0,997.0,1970,2002,2.0,Sawyer,4218.0,2490.0,6.0,635.0,1,373293.0
10,1605.0,1.0,1090.0,1936,1950,2.0,NWAmes,19557.0,1430.0,7.0,263.0,0,313251.0
3,1363.0,2.0,1512.0,1875,1950,2.0,ClearCr,4441.0,693.0,9.0,465.0,1,299750.0
1,1517.0,2.0,537.0,1945,1950,2.0,Edwards,7531.0,934.0,9.0,682.0,0,236020.0
4,1650.0,3.0,954.0,1878,1950,1.0,Sawyer,4631.0,1188.0,4.0,895.0,0,346508.0
7,1744.0,1.0,1140.0,2001,2010,2.0,Sawyer,6216.0,851.0,8.0,265.0,1,423738.0
5,2605.0,1.0,749.0,1955,1974,2.0,StoneBr,9016.0,1621.0,7.0,234.0,0,357050.0
8,1071.0,4.0,1684.0,1923,1950,2.0,Edwards,6875.0,608.0,6.0,1418.0,1,409917.0
7,1966.0,2.0,1455.0,1939,1963,1.0,BrkSide,15869.0,1727.0,7.0,558.0,0,412245.0
5,1624.0,0.0,1184.0,1958,1985,2.0,StoneBr,10031.0,1032.0,4.0,0.0,2,350187.0
7,690.0,1.0,1843.0,1908,1950,1.0,Blmngtn,7105.0,547.0,9.0,316.0,0,304833.0
10,1920.0,0.0,400.0,1912,1950,1.0,Mitchel,8377.0,1198.0,7.0,0.0,0,326936.0
5,2181.0,2.0,1054.0,1930,1950,1.0,Blueste,16479.0,1111.0,5.0,519.0,0,351645.0
2,1065.0,2.0,1217.0,1907,1950,2.0,NoRidge,14107.0,893.0,6.0,676.0,2,183789.0
5,1510.0,1.0,656.0,1977,1985,2.0,MeadowV,5068.0,680.0,4.0,339.0,1,280596.0
9,609.0,1.0,1189.0,1886,1950,1.0,NridgHt,6372.0,334.0,6.0,205.0,0,295924.0
3,854.0,2.0,572.0,1986,2004,2.0,NPkVill,11355.0,524.0,6.0,604.0,1,309247.0
10,2065.0,0.0,1359.0,1920,1950,2.0,NridgHt,10686.0,1568.0,4.0,0.0,0,389150.0
6,1270.0,1.0,1520.0,1950,1966,1.0,Edwards,5297.0,767.0,8.0,239.0,1,355653.0
7,933.0,2.0,1176.0,1893,1950,1.0,CollgCr,13024.0,448.0,9.0,581.0,0,289457.0
4,1635.0,1.0,245.0,1925,1950,2.0,StoneBr,5736.0,970.0,6.0,226.0,0,244351.0
10,1241.0,2.0,634.0,1976,1981,2.0,NoRidge,17187.0,695.0,6.0,523.0,0,318613.0
1,1268.0,1.0,1304.0,1909,1950,1.0,Somerst,11669.0,574.0,7.0,248.0,0,148759.0
3,1903.0,2.0,1066.0,1890,1950,2.0,Veenker,5085.0,1314.0,6.0,520.0,0,222127.0
5,905.0,2.0,0.0,1944,1981,1.0,NridgHt,6874.0,455.0,5.0,554.0,0,228304.0
5,1040.0,2.0,1601.0,1894,1950,2.0,NoRidge,6814.0,603.0,5.0,479.0,0,237903.0
5,1596.0,2.0,1117.0,1915,1950,1.0,IDOTRR,9701.0,1179.0,6.0,686.0,2,361145.0
2,2024.0,2.0,698.0,1934,1958,1.0,Timber,8087.0,1571.0,7.0,599.0,1,257917.0
3,2165.0,1.0,1493.0,1950,1987,1.0,ClearCr,5051.0,1231.0,7.0,352.0,0,326600.0
1,1166.0,2.0,760.0,1960,1981,1.0,Blmngtn,4460.0,697.0,7.0,547.0,0,233423.0
6,2007.0,2.0,755.0,1966,1966,1.0,ClearCr,11784.0,1126.0,4.0,516.0,0,365592.0
4,1103.0,2.0,1214.0,1989,2001,3.0,NPkVill,10333.0,971.0,8.0,701.0,0,294843.0
6,2474.0,3.0,1837.0,1881,1950,2.0,Veenker,9441.0,1325.0,7.0,771.0,1,350667.0
6,920.0,1.0,1768.0,1922,1950,1.0,NWAmes,10253.0,490.0,11.0,273.0,1,237529.0
8,2212.0,3.0,1215.0,1872,1950,1.0,IDOTRR,6572.0,1438.0,6.0,926.0,0,436593.0
6,1170.0,3.0,1260.0,1873,1950,1.0,Somerst,9818.0,626.0,7.0,691.0,0,256324.0
7,2572.0,2.0,1404.0,1901,1950,1.0,Blmngtn,31865.0,1339.0,11.0,617.0,0,423760.0
6,1825.0,1.0,506.0,1955,1989,1.0,Blueste,16111.0,900.0,7.0,303.0,0,321955.0
7,982.0,0.0,1339.0,1996,2010,1.0,NPkVill,7753.0,725.0,6.0,0.0,1,366615.0
7,1241.0,3.0,735.0,1979,2007,0.0,ClearCr,6893.0,900.0,5.0,947.0,2,373959.0
4,1925.0,2.0,1196.0,1961,1999,2.0,Veenker,2143.0,1429.0,9.0,664.0,1,239506.0
3,2068.0,1.0,957.0,1980,1987,2.0,MeadowV,15281.0,1650.0,5.0,276.0,0,322411.0
8,1478.0,3.0,1277.0,1895,1950,2.0,Gilbert,13271.0,882.0,7.0,736.0,0,443171.0
4,1538.0,1.0,1109.0,1988,1997,1.0,NridgHt,6823.0,1328.0,6.0,364.0,1,254467.0
6,1913.0,1.0,0.0,1995,2010,1.0,IDOTRR,4377.0,1492.0,6.0,219.0,1,352278.0
2,1584.0,2.0,1135.0,1885,1950,1.0,Mitchel,5026.0,1286.0,4.0,446.0,0,193659.0
5,836.0,1.0,1338.0,1937,1959,2.0,ClearCr,11184.0,647.0,9.0,303.0,1,292780.0
6,1088.0,2.0,1252.0,1987,2010,1.0,ClearCr,8564.0,665.0,6.0,690.0,0,301044.0
7,1638.0,3.0,1012.0,1938,1950,2.0,Blueste,12655.0,946.0,5.0,863.0,0,400898.0
6,2153.0,2.0,1776.0,1988,1990,2.0,MeadowV,9351.0,1378.0,9.0,640.0,0,466551.0
4,2363.0,3.0,1193.0,2002,2010,2.0,NAmes,14521.0,1167.0,6.0,601.0,0,405588.0
10,1924.0,3.0,1249.0,1937,1950,2.0,NWAmes,10773.0,1257.0,7.0,780.0,1,268202.0
6,1666.0,2.0,1514.0,1880,1950,2.0,NWAmes,13553.0,782.0,8.0,410.0,0,258625.0
9,1908.0,0.0,1216.0,1919,1956,2.0,NoRidge,3150.0,862.0,7.0,0.0,1,298771.0
8,1165.0,1.0,664.0,1901,1950,1.0,NWAmes,4831.0,1013.0,3.0,218.0,1,204478.0
6,1435.0,2.0,0.0,1937,1956,1.0,Blueste,7464.0,1091.0,8.0,458.0,1,331100.0
9,1082.0,1.0,848.0,1953,1969,1.0,Sawyer,15364.0,760.0,6.0,301.0,1,396037.0
2,859.0,2.0,1390.0,1936,1961,3.0,Mitchel,22931.0,518.0,6.0,645.0,0,191996.0
10,1690.0,2.0,902.0,1899,1950,2.0,BrDale,8249.0,1194.0,6.0,547.0,2,365643.0
9,1612.0,3.0,1408.0,1913,1950,2.0,SawyerW,6596.0,1372.0,4.0,908.0,0,296831.0
6,1876.0,1.0,1122.0,1966,1972,1.0,CollgCr,3369.0,1395.0,7.0,302.0,1,293143.0
8,1802.0,1.0,1621.0,1875,1950,2.0,NWAmes,13791.0,1299.0,4.0,271.0,0,269679.0
6,1642.0,2.0,928.0,1901,1950,1.0,NWAmes,6802.0,1079.0,6.0,472.0,0,225342.0
3,1807.0,2.0,1262.0,1996,2010,1.0,NoRidge,39307.0,1094.0,7.0,605.0,0,231166.0
8,1493.0,2.0,1279.0,1885,1950,1.0,SWISU,6188.0,1141.0,8.0,609.0,0,266123.0
3,1732.0,3.0,1715.0,1929,1957,3.0,IDOTRR,25659.0,1544.0,5.0,947.0,1,374223.0
4,1134.0,1.0,309.0,1900,1950,3.0,Mitchel,13019.0,727.0,9.0,292.0,2,223972.0
6,1709.0,2.0,856.0,1886,1950,1.0,Crawfor,5355.0,1071.0,8.0,467.0,1,347445.0
9,1866.0,2.0,1429.0,1930,1963,1.0,Edwards,10057.0,1199.0,6.0,615.0,1,394245.0
4,1163.0,1.0,1734.0,1944,1964,1.0,Somerst,13170.0,746.0,5.0,280.0,0,178159.0
5,1542.0,2.0,1162.0,1896,1950,2.0,NoRidge,8001.0,1381.0,4.0,521.0,0,230597.0
1,1188.0,2.0,929.0,1882,1950,2.0,Veenker,13616.0,912.0,7.0,536.0,1,172786.0
2,1239.0,2.0,1389.0,1890,1950,2.0,IDOTRR,13467.0,758.0,5.0,505.0,1,213729.0
1,924.0,2.0,1437.0,1962,1983,2.0,CollgCr,12066.0,570.0,8.0,631.0,1,196371.0
1,2180.0,2.0,899.0,1991,2003,1.0,Blueste,8882.0,1404.0,5.0,447.0,0,328065.0
9,2074.0,1.0,1202.0,1897,1950,2.0,NWAmes,4977.0,968.0,5.0,240.0,0,312152.0
9,1797.0,1.0,1574.0,1916,1954,1.0,ClearCr,8618.0,1235.0,7.0,267.0,0,448538.0
9,2550.0,3.0,1885.0,1919,1950,2.0,NPkVill,9779.0,2079.0,5.0,1034.0,2,566470.0
1,1416.0,2.0,1382.0,1922,1951,1.0,Blueste,3505.0,1058.0,7.0,644.0,0,282534.0
1,3107.0,1.0,1076.0,1905,1950,2.0,OldTown,9746.0,1676.0,8.0,214.0,0,318809.0
3,1396.0,2.0,1033.0,1879,1950,2.0,Somerst,8532.0,1086.0,7.0,668.0,2,176527.0
6,1649.0,0.0,1301.0,1944,1982,2.0,StoneBr,4683.0,1276.0,7.0,0.0,1,347012.0
4,1306.0,1.0,1006.0,1921,1950,2.0,MeadowV,7582.0,742.0,7.0,233.0,0,265327.0
5,1710.0,2.0,1140.0,1919,1950,1.0,BrDale,7662.0,1249.0,4.0,358.0,1,311772.0
2,1954.0,2.0,594.0,1908,1950,1.0,IDOTRR,23507.0,1417.0,7.0,554.0,0,302690.0
8,1455.0,2.0,1625.0,2001,2010,1.0,Edwards,9997.0,1205.0,7.0,650.0,0,384204.0
4,2448.0,0.0,558.0,1956,1974,1.0,SWISU,15033.0,1251.0,8.0,0.0,1,209238.0
1,1641.0,1.0,868.0,1930,1953,1.0,StoneBr,8443.0,882.0,7.0,245.0,1,200405.0
8,1657.0,2.0,1100.0,1900,1950,1.0,BrkSide,3509.0,1108.0,6.0,700.0,0,419138.0
10,1038.0,2.0,1929.0,1983,2003,2.0,NoRidge,12534.0,488.0,8.0,382.0,0,330413.0
1,1735.0,2.0,872.0,1995,2010,2.0,Gilbert,6444.0,1105.0,6.0,531.0,1,351921.0
5,1445.0,2.0,765.0,1876,1950,2.0,BrDale,7572.0,1163.0,7.0,527.0,1,302181.0
9,1196.0,2.0,816.0,2001,2009,2.0,CollgCr,5290.0,618.0,6.0,652.0,2,329907.0
8,1107.0,1.0,1784.0,1969,2006,1.0,BrDale,9287.0,727.0,7.0,332.0,1,423520.0
9,2918.0,2.0,0.0,1885,1950,2.0,BrDale,15254.0,2613.0,6.0,636.0,2,509529.0
5,1377.0,1.0,618.0,1976,2002,2.0,SWISU,14276.0,933.0,9.0,226.0,0,215848.0
4,750.0,0.0,2253.0,1886,1950,2.0,BrDale,19793.0,506.0,10.0,0.0,3,241773.0
